Drug1_name,Drug1_ID,Chem_formula1,Drug2_name,drug2_Id,Chem_formula2,Severity,Interaction,Drug1_Description,Drug2_Description
Fusidic Acid,DB02703,C31H48O6,Tolvaptan,DB06212,C26H25ClN2O3,MAJOR,0,Fusidic acid is a topical antibacterial agent used to prevent and treat mild to moderate skin infections caused by susceptible bacteria.,Tolvaptan is a selective vasopressin V2-receptor antagonist to slow kidney function decline in patients at risk for rapidly progressing autosomal dominant polycystic kidney disease (ADPKD). Also used to treat hypervolemic and euvolemic hyponatremia.
Barnidipine,DB09227,C27H29N3O6,Tolvaptan,DB06212,C26H25ClN2O3,MAJOR,0,Barnidipine is a calcium channel blocker used to treat various forms of hypertension.,Tolvaptan is a selective vasopressin V2-receptor antagonist to slow kidney function decline in patients at risk for rapidly progressing autosomal dominant polycystic kidney disease (ADPKD). Also used to treat hypervolemic and euvolemic hyponatremia.
Cyclosporine,DB00091,C62H111N11O12,Barnidipine,DB09227,C27H29N3O6,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Barnidipine is a calcium channel blocker used to treat various forms of hypertension.
Cyclosporine,DB00091,C62H111N11O12,Tolvaptan,DB06212,C26H25ClN2O3,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Tolvaptan is a selective vasopressin V2-receptor antagonist to slow kidney function decline in patients at risk for rapidly progressing autosomal dominant polycystic kidney disease (ADPKD). Also used to treat hypervolemic and euvolemic hyponatremia.
Tacrolimus,DB00864,C44H69NO12,Mifamurtide,DB13615,C59H110N6NaO20P,MAJOR,0,Tacrolimus is a calcineurin inhibitor used to prevent organ transplant rejection and to treat moderate to severe atopic dermatitis.,"Mifamurtide is a muramyl dipeptide derivative used to treat high grade, resectable, non-metastatic osteosarcoma after surgical resection."
Tacrolimus,DB00864,C44H69NO12,Cobimetinib,DB05239,C21H21F3IN3O2,MAJOR,0,Tacrolimus is a calcineurin inhibitor used to prevent organ transplant rejection and to treat moderate to severe atopic dermatitis.,Cobimetinib is an antineoplastic agent and selective inhibitor of the mitogen-activated extracellular kinase (MEK) pathway used to treat unresectable or metastatic melanoma.
Cyclosporine,DB00091,C62H111N11O12,Aliskiren,DB09026,C30H53N3O6,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Aliskiren is a direct renin inhibitor used to manage hypertension.
Tacrolimus,DB00864,C44H69NO12,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Tacrolimus is a calcineurin inhibitor used to prevent organ transplant rejection and to treat moderate to severe atopic dermatitis.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Cyclosporine,DB00091,C62H111N11O12,Mifamurtide,DB13615,C59H110N6NaO20P,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.","Mifamurtide is a muramyl dipeptide derivative used to treat high grade, resectable, non-metastatic osteosarcoma after surgical resection."
Tacrolimus,DB00864,C44H69NO12,Aliskiren,DB09026,C30H53N3O6,MINOR,1,Tacrolimus is a calcineurin inhibitor used to prevent organ transplant rejection and to treat moderate to severe atopic dermatitis.,Aliskiren is a direct renin inhibitor used to manage hypertension.
Triamterene,DB00384,C12H11N7,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Triamterene is a potassium-sparing diuretic used in the treatment of edema and in the management of hypertension.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Amiloride,DB00594,C6H8ClN7O,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Amiloride is a pyrizine compound used to treat hypertension and congestive heart failure.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Cyclosporine,DB00091,C62H111N11O12,Atorvastatin,DB01076,C33H35FN2O5,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Atorvastatin is an HMG-CoA reductase inhibitor used to lower lipid levels and reduce the risk of cardiovascular disease including myocardial infarction and stroke.
Cyclosporine,DB00091,C62H111N11O12,Bosentan,DB00559,C27H29N5O6S,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Bosentan is a dual endothelin receptor antagonist used to treat pulmonary arterial hypertension.
Amiloride,DB00594,C6H8ClN7O,Bosentan,DB00559,C27H29N5O6S,MINOR,1,Amiloride is a pyrizine compound used to treat hypertension and congestive heart failure.,Bosentan is a dual endothelin receptor antagonist used to treat pulmonary arterial hypertension.
Triamterene,DB00384,C12H11N7,Bosentan,DB00559,C27H29N5O6S,MINOR,1,Triamterene is a potassium-sparing diuretic used in the treatment of edema and in the management of hypertension.,Bosentan is a dual endothelin receptor antagonist used to treat pulmonary arterial hypertension.
Bosentan,DB00559,C27H29N5O6S,Atorvastatin,DB01076,C33H35FN2O5,MINOR,1,Bosentan is a dual endothelin receptor antagonist used to treat pulmonary arterial hypertension.,Atorvastatin is an HMG-CoA reductase inhibitor used to lower lipid levels and reduce the risk of cardiovascular disease including myocardial infarction and stroke.
Conivaptan,DB00872,C32H26N4O2,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Conivaptan is an antidiuretic hormone inhibitor used to raise serum sodium levels.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Spironolactone,DB00421,C24H32O4S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Spironolactone is an aldosterone receptor antagonist used to treat edema, hypertension, heart failure, and aldosteronism.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Spironolactone,DB00421,C24H32O4S,Sofosbuvir,DB08934,C22H29FN3O9P,MINOR,1,"Spironolactone is an aldosterone receptor antagonist used to treat edema, hypertension, heart failure, and aldosteronism.",Sofosbuvir is a direct-acting antiviral agent used to treat specific hepatitis C virus (HCV) infections in combination with other antiviral agents.
Spironolactone,DB00421,C24H32O4S,Conivaptan,DB00872,C32H26N4O2,MINOR,1,"Spironolactone is an aldosterone receptor antagonist used to treat edema, hypertension, heart failure, and aldosteronism.",Conivaptan is an antidiuretic hormone inhibitor used to raise serum sodium levels.
Crizotinib,DB08865,C21H22Cl2FN5O,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Crizotinib is a receptor tyrosine kinase inhibitor used to treat metastatic non-small cell lung cancer (NSCLC) where the tumors have been confirmed to be anaplastic lymphoma kinase (ALK), or ROS1-positive.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Budesonide,DB01222,C25H34O6,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Budesonide is a corticosteroid used to treat Crohn's disease, asthma, COPD, hay fever and allergies, and ulcerative colitis.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Budesonide,DB01222,C25H34O6,Crizotinib,DB08865,C21H22Cl2FN5O,MAJOR,0,"Budesonide is a corticosteroid used to treat Crohn's disease, asthma, COPD, hay fever and allergies, and ulcerative colitis.","Crizotinib is a receptor tyrosine kinase inhibitor used to treat metastatic non-small cell lung cancer (NSCLC) where the tumors have been confirmed to be anaplastic lymphoma kinase (ALK), or ROS1-positive."
Budesonide,DB01222,C25H34O6,Edoxaban,DB09075,C24H30ClN7O4S,MINOR,1,"Budesonide is a corticosteroid used to treat Crohn's disease, asthma, COPD, hay fever and allergies, and ulcerative colitis.",Edoxaban is a novel oral anticoagulant used for reducing the risk of stroke and systemic embolism (SE) in patients with nonvalvular atrial fibrillation (NVAF).
Pitolisant,DB11642,C17H26ClNO,Edoxaban,DB09075,C24H30ClN7O4S,MINOR,1,Pitolisant is an antagonist and inverse agonist at the histamine H3 receptor that is used to treat narcolepsy in adults.,Edoxaban is a novel oral anticoagulant used for reducing the risk of stroke and systemic embolism (SE) in patients with nonvalvular atrial fibrillation (NVAF).
Efavirenz,DB00625,C14H9ClF3NO2,Etoposide,DB00773,C29H32O13,MAJOR,0,Efavirenz is a non-nucleoside reverse transcriptase inhibitor used to treat HIV infection or prevent the spread of HIV.,Etoposide is a podophyllotoxin derivative used to treat testicular and small cell lung tumors.
Everolimus,DB01590,C53H83NO14,Etoposide,DB00773,C29H32O13,MAJOR,0,Everolimus is a mammalian target of rapamycin (mTOR) kinase inhibitor used to treat various types of malignancies.,Etoposide is a podophyllotoxin derivative used to treat testicular and small cell lung tumors.
Fluvastatin,DB01095,C24H26FNO4,Ezetimibe,DB00973,C24H21F2NO3,MINOR,1,Fluvastatin is an HMG-CoA reductase inhibitor used to lower lipid levels and reduce the risk of cardiovascular disease including myocardial infarction and stroke.,"Ezetimibe is a cholesterol absorption inhibitor used to lower total cholesterol, LDL-C, Apo-B, and non-HDL-C in primary hyperlipidemia and familial cholesterolemia."
Mitotane,DB00648,C14H10Cl4,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Mitotane is an adrenal cortex inhibitor used to treat adrenocortical tumors and Cushing's syndrome.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Mitotane,DB00648,C14H10Cl4,Phenytoin,DB00252,C15H12N2O2,MAJOR,0,Mitotane is an adrenal cortex inhibitor used to treat adrenocortical tumors and Cushing's syndrome.,Phenytoin is an anticonvulsant drug used in the prophylaxis and control of various types of seizures.
Mitoxantrone,DB01204,C22H28N4O6,Phenytoin,DB00252,C15H12N2O2,MINOR,1,"Mitoxantrone is a chemotherapeutic agent used for the treatment of secondary progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis.",Phenytoin is an anticonvulsant drug used in the prophylaxis and control of various types of seizures.
Nelfinavir,DB00220,C32H45N3O4S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Nelfinavir is a viral protease inhibitor used in the treatment of HIV infection.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nelfinavir,DB00220,C32H45N3O4S,Mycophenolic acid,DB01024,C17H20O6,MAJOR,0,Nelfinavir is a viral protease inhibitor used in the treatment of HIV infection.,Mycophenolic acid is an immunosuppressant used to prevent organ transplant rejections.
Mycophenolic acid,DB01024,C17H20O6,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Mycophenolic acid is an immunosuppressant used to prevent organ transplant rejections.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nelfinavir,DB00220,C32H45N3O4S,Pravastatin,DB00175,C23H36O7,MINOR,1,Nelfinavir is a viral protease inhibitor used in the treatment of HIV infection.,"Pravastatin is an HMG-CoA reductase inhibitor used to lower lipid levels and to reduce the risk of cardiovascular events, including myocardial infarction and stroke."
Darunavir,DB01264,C27H37N3O7S,Indinavir,DB00224,C36H47N5O4,MAJOR,0,Darunavir is a HIV protease inhibitor used in the treatment of human immunodeficiency virus (HIV) infection in patients with history of prior antiretroviral therapies.,Indinavir is a protease inhibitor used to treat HIV infection.
Indinavir,DB00224,C36H47N5O4,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Indinavir is a protease inhibitor used to treat HIV infection.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Indinavir,DB00224,C36H47N5O4,Saquinavir,DB01232,C38H50N6O5,MAJOR,0,Indinavir is a protease inhibitor used to treat HIV infection.,Saquinavir is an HIV protease inhibitor used in combination with other antiretroviral agents for the treatment of HIV-1 with advanced immunodeficiency.
Atazanavir,DB01072,C38H52N6O7,Indinavir,DB00224,C36H47N5O4,MAJOR,0,Atazanavir is an antiviral protease inhibitor used in combination with other antiretrovirals for the treatment of HIV.,Indinavir is a protease inhibitor used to treat HIV infection.
Atazanavir,DB01072,C38H52N6O7,Darunavir,DB01264,C27H37N3O7S,MAJOR,0,Atazanavir is an antiviral protease inhibitor used in combination with other antiretrovirals for the treatment of HIV.,Darunavir is a HIV protease inhibitor used in the treatment of human immunodeficiency virus (HIV) infection in patients with history of prior antiretroviral therapies.
Darunavir,DB01264,C27H37N3O7S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Darunavir is a HIV protease inhibitor used in the treatment of human immunodeficiency virus (HIV) infection in patients with history of prior antiretroviral therapies.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Atazanavir,DB01072,C38H52N6O7,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Atazanavir is an antiviral protease inhibitor used in combination with other antiretrovirals for the treatment of HIV.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Atazanavir,DB01072,C38H52N6O7,Saquinavir,DB01232,C38H50N6O5,MAJOR,0,Atazanavir is an antiviral protease inhibitor used in combination with other antiretrovirals for the treatment of HIV.,Saquinavir is an HIV protease inhibitor used in combination with other antiretroviral agents for the treatment of HIV-1 with advanced immunodeficiency.
Saquinavir,DB01232,C38H50N6O5,Darunavir,DB01264,C27H37N3O7S,MAJOR,0,Saquinavir is an HIV protease inhibitor used in combination with other antiretroviral agents for the treatment of HIV-1 with advanced immunodeficiency.,Darunavir is a HIV protease inhibitor used in the treatment of human immunodeficiency virus (HIV) infection in patients with history of prior antiretroviral therapies.
Saquinavir,DB01232,C38H50N6O5,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Saquinavir is an HIV protease inhibitor used in combination with other antiretroviral agents for the treatment of HIV-1 with advanced immunodeficiency.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Indinavir,DB00224,C36H47N5O4,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Indinavir is a protease inhibitor used to treat HIV infection.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nelfinavir,DB00220,C32H45N3O4S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Nelfinavir is a viral protease inhibitor used in the treatment of HIV infection.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Nelfinavir,DB00220,C32H45N3O4S,Indinavir,DB00224,C36H47N5O4,MAJOR,0,Nelfinavir is a viral protease inhibitor used in the treatment of HIV infection.,Indinavir is a protease inhibitor used to treat HIV infection.
Indinavir,DB00224,C36H47N5O4,Mycophenolic acid,DB01024,C17H20O6,MAJOR,0,Indinavir is a protease inhibitor used to treat HIV infection.,Mycophenolic acid is an immunosuppressant used to prevent organ transplant rejections.
Nelfinavir,DB00220,C32H45N3O4S,Mycophenolic acid,DB01024,C17H20O6,MAJOR,0,Nelfinavir is a viral protease inhibitor used in the treatment of HIV infection.,Mycophenolic acid is an immunosuppressant used to prevent organ transplant rejections.
Mycophenolic acid,DB01024,C17H20O6,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Mycophenolic acid is an immunosuppressant used to prevent organ transplant rejections.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Indinavir,DB00224,C36H47N5O4,Vemurafenib,DB08881,C23H18ClF2N3O3S,MAJOR,0,Indinavir is a protease inhibitor used to treat HIV infection.,"Vemurafenib is a kinase inhibitor used to treat patients with Erdheim-Chester Disease who have the BRAF V600 mutation, and melanoma in patients who have the BRAF V600E mutation."
Fosamprenavir,DB01319,C25H36N3O9PS,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Fosamprenavir is an antiretroviral agent used for the treatment and postexposure prophylaxis of human immunodeficiency virus (HIV-1) infection.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Atazanavir,DB01072,C38H52N6O7,Darunavir,DB01264,C27H37N3O7S,MAJOR,0,Atazanavir is an antiviral protease inhibitor used in combination with other antiretrovirals for the treatment of HIV.,Darunavir is a HIV protease inhibitor used in the treatment of human immunodeficiency virus (HIV) infection in patients with history of prior antiretroviral therapies.
Darunavir,DB01264,C27H37N3O7S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Darunavir is a HIV protease inhibitor used in the treatment of human immunodeficiency virus (HIV) infection in patients with history of prior antiretroviral therapies.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Atazanavir,DB01072,C38H52N6O7,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Atazanavir is an antiviral protease inhibitor used in combination with other antiretrovirals for the treatment of HIV.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Atazanavir,DB01072,C38H52N6O7,Saquinavir,DB01232,C38H50N6O5,MAJOR,0,Atazanavir is an antiviral protease inhibitor used in combination with other antiretrovirals for the treatment of HIV.,Saquinavir is an HIV protease inhibitor used in combination with other antiretroviral agents for the treatment of HIV-1 with advanced immunodeficiency.
Darunavir,DB01264,C27H37N3O7S,Fosamprenavir,DB01319,C25H36N3O9PS,MAJOR,0,Darunavir is a HIV protease inhibitor used in the treatment of human immunodeficiency virus (HIV) infection in patients with history of prior antiretroviral therapies.,Fosamprenavir is an antiretroviral agent used for the treatment and postexposure prophylaxis of human immunodeficiency virus (HIV-1) infection.
Atazanavir,DB01072,C38H52N6O7,Fosamprenavir,DB01319,C25H36N3O9PS,MAJOR,0,Atazanavir is an antiviral protease inhibitor used in combination with other antiretrovirals for the treatment of HIV.,Fosamprenavir is an antiretroviral agent used for the treatment and postexposure prophylaxis of human immunodeficiency virus (HIV-1) infection.
Saquinavir,DB01232,C38H50N6O5,Darunavir,DB01264,C27H37N3O7S,MAJOR,0,Saquinavir is an HIV protease inhibitor used in combination with other antiretroviral agents for the treatment of HIV-1 with advanced immunodeficiency.,Darunavir is a HIV protease inhibitor used in the treatment of human immunodeficiency virus (HIV) infection in patients with history of prior antiretroviral therapies.
Saquinavir,DB01232,C38H50N6O5,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Saquinavir is an HIV protease inhibitor used in combination with other antiretroviral agents for the treatment of HIV-1 with advanced immunodeficiency.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Saquinavir,DB01232,C38H50N6O5,Fosamprenavir,DB01319,C25H36N3O9PS,MAJOR,0,Saquinavir is an HIV protease inhibitor used in combination with other antiretroviral agents for the treatment of HIV-1 with advanced immunodeficiency.,Fosamprenavir is an antiretroviral agent used for the treatment and postexposure prophylaxis of human immunodeficiency virus (HIV-1) infection.
Tipranavir,DB00932,C31H33F3N2O5S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Tipranavir is a protease inhibitor used to treat HIV-1 resistant to more than 1 protease inhibitor.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Cyclosporine,DB00091,C62H111N11O12,Fosinopril,DB00492,C30H46NO7P,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.","Fosinopril is an ACE inhibitor used to treat mild to moderate hypertension, congestive heart failure, and to slow the progression of renal disease in hypertensive diabetics."
Cyclosporine,DB00091,C62H111N11O12,Ramipril,DB00178,C23H32N2O5,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Ramipril is an ACE inhibitor used for the management of hypertension and the reduction of cardiovascular mortality following myocardial infarction in hemodynamically stable patients with clinical signs of congestive heart failure.
Tipranavir,DB00932,C31H33F3N2O5S,Argatroban,DB00278,C23H36N6O5S,MINOR,1,Tipranavir is a protease inhibitor used to treat HIV-1 resistant to more than 1 protease inhibitor.,Argatroban is a synthetic direct thrombin inhibitor used for the prevention and treatment of thrombosis related to heparin use.
Cyclosporine,DB00091,C62H111N11O12,Trandolapril,DB00519,C24H34N2O5,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.","Trandolapril is a prodrug of an ACE inhibitor used to treat hypertension, congestive heart failure, and to improve survival following a myocardial infarction."
Cyclosporine,DB00091,C62H111N11O12,Benazepril,DB00542,C24H28N2O5,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Benazepril is an ACE inhibitor prodrug used to treat hypertension.
Cyclosporine,DB00091,C62H111N11O12,Moexipril,DB00691,C27H34N2O7,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Moexipril is an angiotensin converting enzyme inhibitor prodrug used to treat hypertension.
Cyclosporine,DB00091,C62H111N11O12,Perindopril,DB00790,C19H32N2O5,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.","Perindopril is an ACE inhibitor prodrug used to treat hypertension, mild to moderate congestive heart failure, and to reduce cardiovascular risk in patients with hypertension or post-myocardial infarction."
Cyclosporine,DB00091,C62H111N11O12,Quinapril,DB00881,C25H30N2O5,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.","Quinapril is an ACE inhibitor prodrug used to treat hypertension, congestive heart failure, and slow rate of progression of renal disease."
Cyclosporine,DB00091,C62H111N11O12,Lisinopril,DB00722,C21H31N3O5,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.","Lisinopril is an ACE inhibitor used to treat hypertension, heart failure, and acute myocardial infarction."
Cyclosporine,DB00091,C62H111N11O12,Cilazapril,DB01340,C22H31N3O5,MINOR,1,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Cilazapril is an ACE inhibitor used for the management of hypertension and heart failure.
Saxagliptin,DB06335,C18H25N3O2,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Saxagliptin is an DPP-4 inhibitor used for the management of type 2 diabetes mellitus.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Rivaroxaban,DB06228,C19H18ClN3O5S,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,Rivaroxaban is a factor Xa inhibitor used to treat deep vein thrombosis (DVT) and pulmonary embolism (PE). May also be used as thrombosis prophylaxis in specific situations.,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Apixaban,DB06605,C25H25N5O4,Cyclosporine,DB00091,C62H111N11O12,MAJOR,0,"Apixaban is an anticoagulant used for the prophylaxis of stroke and systemic embolism in nonvalvular atrial fibrillation, and deep vein thrombosis(DVT) leading to pulmonary embolism(PE), including in patients after a hip or knee replacement surgery.","Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis."
Apixaban,DB06605,C25H25N5O4,Rivaroxaban,DB06228,C19H18ClN3O5S,MAJOR,0,"Apixaban is an anticoagulant used for the prophylaxis of stroke and systemic embolism in nonvalvular atrial fibrillation, and deep vein thrombosis(DVT) leading to pulmonary embolism(PE), including in patients after a hip or knee replacement surgery.",Rivaroxaban is a factor Xa inhibitor used to treat deep vein thrombosis (DVT) and pulmonary embolism (PE). May also be used as thrombosis prophylaxis in specific situations.
Saxagliptin,DB06335,C18H25N3O2,Apixaban,DB06605,C25H25N5O4,MINOR,1,Saxagliptin is an DPP-4 inhibitor used for the management of type 2 diabetes mellitus.,"Apixaban is an anticoagulant used for the prophylaxis of stroke and systemic embolism in nonvalvular atrial fibrillation, and deep vein thrombosis(DVT) leading to pulmonary embolism(PE), including in patients after a hip or knee replacement surgery."
Alogliptin,DB06203,C18H21N5O2,Rivaroxaban,DB06228,C19H18ClN3O5S,MINOR,1,Alogliptin is a dipeptidyl peptidase-4 (DPP-4) inhibitor used to treat hyperglycemia in patients with type 2 diabetes mellitus.,Rivaroxaban is a factor Xa inhibitor used to treat deep vein thrombosis (DVT) and pulmonary embolism (PE). May also be used as thrombosis prophylaxis in specific situations.
Rivaroxaban,DB06228,C19H18ClN3O5S,Saxagliptin,DB06335,C18H25N3O2,MINOR,1,Rivaroxaban is a factor Xa inhibitor used to treat deep vein thrombosis (DVT) and pulmonary embolism (PE). May also be used as thrombosis prophylaxis in specific situations.,Saxagliptin is an DPP-4 inhibitor used for the management of type 2 diabetes mellitus.
Asunaprevir,DB11586,C35H46ClN5O9S,Ixazomib,DB09570,C14H19BCl2N2O4,MAJOR,0,Asunaprevir is an NS3 protease inhibitor used to treat hepatitis C genotype 1b.,Ixazomib is a proteasome inhibitor used with other medications to treat multiple myeloma in patients who have received one other therapy already.
Cyclosporine,DB00091,C62H111N11O12,Ixazomib,DB09570,C14H19BCl2N2O4,MAJOR,0,"Cyclosporine is a steroid-sparing immunosuppressant used in organ and bone marrow transplants as well as inflammatory conditions such as ulcerative colitis, rheumatoid arthritis, and atopic dermatitis.",Ixazomib is a proteasome inhibitor used with other medications to treat multiple myeloma in patients who have received one other therapy already.
